29,1,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,31,67.7,305,61,8,10,80,8,12,66.7,2,4,50,0,0.8,0.4,2,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1,1,2,1,0,90,6,3,1,0,0,2,0,0,0,0,0,0,0,0,26,41,63.4,514,136,12,14,85.7,9,16,56.3,5,8,62.5,0,0.3,0.3,3,3,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.686,1.0,0.438,1.0,0.5,0.407,0.533,0.093,0.576,0,0,1,0
30,-3,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,32,81.3,294,54,17,19,89.5,5,6,83.3,0,2,0,0,0.1,0.2,2,1,0,0,1,4,2,1,1,2,1,4,25,3,0,0,0,1,5,0,0,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,16,75,157,32,7,8,87.5,4,6,66.7,0,0,0,0,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.273,1.0,0.6,0.923,0.478,0.773,0.646,0.104,0.687,0,0,3,0
31,-2,90,9,7,1,1,0,0,0,0,0,0,0,0,0,0,29,38,76.3,535,179,11,14,78.6,14,18,77.8,4,5,80,0,0.6,0.9,5,3,2,1,6,0,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,90,5,4,1,0,0,0,0,1,1,0,0,0,0,0,23,34,67.6,374,64,11,13,84.6,11,14,78.6,1,3,33.3,1,0.5,0.3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.914,1.0,0.25,0.8,1.0,0.356,0.813,-0.221,0.364,0,0,4,2
32,-1,90,7,5,1,1,0,0,0,0,0,0,0,0,0,0,37,46,80.4,511,129,22,24,91.7,11,13,84.6,1,4,25,0,0.2,0.1,4,2,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,0,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,23,30,76.7,235,38,16,18,88.9,3,5,60,1,2,50,0,0,0,1,1,1,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,-2,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.6,1.0,0.469,0.933,0.5,0.483,0.547,0.186,0.596,1,0,2,0
33,2,89,5,2,0,1,1,1,0,2,1,0,0,0,1,0,20,29,69,210,64,15,16,93.8,4,6,66.7,0,3,0,0,0.1,0.1,1,1,1,0,3,1,1,1,0,0,0,1,0,1,1,0,1,4,5,1,0,63,4,3,0,1,0,0,0,0,0,0,0,0,0,0,27,38,71.1,323,71,22,22,100,5,7,71.4,0,3,0,0,0.4,0.2,2,1,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.424,1.0,0.56,0.615,0.696,0.627,0.829,-0.438,0.602,1,0,4,1
34,2,73,4,1,0,0,2,1,0,2,0,0,0,1,1,0,23,29,79.3,342,45,12,13,92.3,11,13,84.6,0,0,0,0,0,0,1,2,0,0,2,2,1,2,0,0,1,2,50,1,1,0,1,0,2,0,0,90,8,7,0,0,1,0,0,1,1,0,0,0,0,0,35,47,74.5,620,94,18,24,75,11,12,91.7,5,8,62.5,1,0.5,0.2,4,2,1,1,2,2,1,0,1,1,0,2,0,2,1,0,1,0,2,2,0,2,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.6,1.0,0.531,0.6,0.667,0.5,0.667,0.105,0.606,0,1,2,1
35,1,86,3,1,2,0,0,0,0,2,0,2,0,0,0,0,19,24,79.2,278,80,9,10,90,7,8,87.5,2,5,40,1,0.2,0.2,2,0,0,0,0,2,1,1,1,0,1,1,100,0,2,0,2,1,3,2,0,77,6,6,0,0,0,0,0,1,1,0,0,0,0,0,16,25,64,193,44,11,16,68.8,5,5,100,0,1,0,0,0.1,0.1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.939,1.0,0.28,0.615,1.0,0.6,1.0,-0.771,0.349,0,0,2,1
36,1,67,4,1,0,1,0,2,0,0,0,0,0,0,0,0,19,26,73.1,332,8,6,7,85.7,13,14,92.9,0,1,0,0,0,0.1,0,0,0,0,0,2,0,0,1,1,2,2,100,0,0,0,0,0,2,1,0,86,4,3,0,0,1,0,0,1,1,0,0,0,0,0,30,37,81.1,376,59,20,22,90.9,8,9,88.9,0,0,0,1,0.2,0.4,3,1,1,0,4,3,3,2,1,0,1,3,33.3,2,0,0,0,1,4,1,0,2,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.343,1.0,0.781,0.133,0.611,0.636,0.587,0.36,0.778,0,0,2,0
37,-3,90,4,3,0,1,0,0,0,0,0,0,0,0,0,0,17,26,65.4,234,46,10,12,83.3,7,12,58.3,0,1,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,63,4,3,0,1,0,0,0,0,0,0,0,0,0,0,27,38,71.1,323,71,22,22,100,5,7,71.4,0,3,0,0,0.4,0.2,2,1,2,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.4,1.0,0.594,0.8,0.389,0.525,0.547,0.244,0.697,0,0,4,1
38,-2,90,3,1,1,0,1,0,0,0,0,0,0,0,0,0,15,21,71.4,252,73,11,11,100,2,4,50,2,4,50,0,0.1,0.3,1,1,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,90,5,3,0,1,0,1,0,0,0,0,0,0,0,0,32,34,94.1,444,79,19,19,100,12,13,92.3,0,0,0,0,0.3,0.3,1,0,1,0,2,4,0,0,3,1,1,3,33.3,2,0,0,0,0,4,0,0,-1,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,1.0,1.0,0.16,1.0,0.913,0.453,0.866,-0.771,0.301,0,1,3,0
1,4,77,8,3,4,0,1,0,0,3,0,2,0,1,0,0,36,44,81.8,535,174,18,20,90,14,17,82.4,2,5,40,1,0.1,0.2,2,0,1,0,2,1,1,0,0,1,1,1,100,0,0,0,0,0,1,0,0,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,32,81.3,294,54,17,19,89.5,5,6,83.3,0,2,0,0,0.1,0.2,2,1,0,0,1,4,2,1,1,2,1,4,25,3,0,0,0,1,5,0,0,-3,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.686,1.0,0.438,1.0,0.5,0.407,0.533,0.093,0.576,0,0,3,0
2,2,90,3,1,1,0,0,1,0,1,0,1,0,0,0,0,25,35,71.4,292,74,16,19,84.2,3,7,42.9,1,4,25,0,0,0.1,0,1,0,0,1,2,1,2,0,0,0,1,0,1,3,0,3,0,2,2,0,84,4,3,0,0,0,1,0,0,0,0,0,0,0,0,20,27,74.1,344,50,10,13,76.9,10,11,90.9,0,2,0,0,0.1,0.1,2,0,1,0,2,4,2,2,1,1,1,1,100,0,1,0,1,2,6,1,0,2,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.909,1.0,0.32,0.692,0.913,0.747,0.939,-0.438,0.398,0,0,1,1
3,2,83,5,4,0,0,1,0,0,1,1,0,0,0,0,0,28,34,82.4,395,104,16,18,88.9,6,6,100,2,2,100,0,0.3,0.3,3,1,3,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,77,3,2,1,0,0,0,0,0,0,0,0,0,0,0,29,39,74.4,418,98,19,21,90.5,7,11,63.6,2,5,40,0,0.4,0.4,2,0,0,0,2,1,1,1,0,0,0,0,0,0,2,0,2,0,1,0,2,,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.457,0.5,0.188,0.267,0.5,0.169,0.373,-0.093,0.222,0,0,1,0
4,3,87,3,2,1,0,0,0,0,1,1,0,0,0,0,0,36,41,87.8,457,130,24,27,88.9,8,9,88.9,1,2,50,0,0.2,0.1,2,3,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,4,1,0,90,7,4,1,1,0,1,0,0,0,0,0,0,0,0,32,39,82.1,526,146,16,19,84.2,14,15,93.3,2,3,66.7,0,0.1,0.3,1,2,3,0,5,1,1,0,1,0,0,2,0,2,1,0,1,0,1,2,0,2,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.182,0.5,0.28,0.154,0.435,0.32,0.293,0.0,0.277,0,1,2,1
5,1,90,3,2,0,0,1,0,0,1,1,0,0,0,0,0,39,49,79.6,618,119,23,26,88.5,12,13,92.3,4,6,66.7,1,0.2,0.1,2,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0,68,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,31,67.7,305,61,8,10,80,8,12,66.7,2,4,50,0,0.8,0.4,2,0,0,0,3,1,1,0,0,1,0,0,0,0,1,0,1,1,2,1,0,1,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.576,1.0,0.52,0.462,0.826,0.547,0.61,-0.188,0.542,0,1,3,0
6,1,87,5,2,2,0,1,0,0,1,1,0,0,0,0,0,28,34,82.4,423,125,18,19,94.7,7,9,77.8,3,6,50,1,0.3,0.3,3,3,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,73,4,1,0,0,2,1,0,2,0,0,0,1,1,0,23,29,79.3,342,45,12,13,92.3,11,13,84.6,0,0,0,0,0,0,1,2,0,0,2,2,1,2,0,0,1,2,50,1,1,0,1,0,2,0,0,2,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.2,1.0,0.781,0.533,0.278,0.576,0.427,0.419,0.838,1,0,4,1
