37,-2,63,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,23,73.9,236,43,12,14,85.7,5,7,71.4,0,1,0,0,0.2,0.1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,1,90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,24,33,72.7,352,48,14,18,77.8,8,9,88.9,1,2,50,1,1.1,0.7,2,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.4,1.0,0.594,0.8,0.389,0.525,0.547,0.244,0.697,0,0,0,0
38,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,66.7,207,36,6,6,100,6,9,66.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,2,90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,37,48,77.1,607,98,18,20,90,16,20,80,3,7,42.9,1,0.2,0.1,2,2,4,0,7,2,2,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,1.0,1.0,0.16,1.0,0.913,0.453,0.866,-0.771,0.301,1,1,3,1
1,2,90,7,4,0,1,2,0,0,2,1,0,0,1,0,0,36,43,83.7,624,125,14,16,87.5,20,24,83.3,2,3,66.7,1,0.9,0.4,3,2,2,0,7,1,1,1,0,0,0,2,0,2,2,0,2,1,2,3,0,8,3,77,5,4,0,0,0,0,1,0,0,0,0,0,0,0,25,31,80.6,318,26,20,22,90.9,4,4,100,1,4,25,0,0.2,0.2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.686,1.0,0.438,1.0,0.5,0.407,0.533,0.093,0.576,1,0,2,1
2,2,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,28,85.7,404,40,12,14,85.7,8,9,88.9,3,4,75,0,0.1,0,1,3,0,0,3,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,6,-2,90,4,3,1,0,0,0,0,1,1,0,0,0,0,0,31,43,72.1,494,130,19,21,90.5,5,8,62.5,5,7,71.4,0,0.1,0.1,2,1,3,2,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.909,1.0,0.32,0.692,0.913,0.747,0.939,-0.438,0.398,1,0,1,1
3,3,90,6,4,1,0,0,1,0,1,1,0,0,0,0,0,24,33,72.7,302,109,19,19,100,4,9,44.4,1,5,20,0,0.5,0.3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,5,1,90,5,3,2,0,0,0,0,1,1,0,0,0,0,0,31,40,77.5,553,162,14,15,93.3,12,15,80,5,8,62.5,0,0.4,0.4,2,2,4,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.457,0.5,0.188,0.267,0.5,0.169,0.373,-0.093,0.222,0,0,4,1
4,1,73,4,2,0,1,1,0,0,2,1,0,0,1,0,0,15,21,71.4,240,55,6,7,85.7,4,5,80,2,4,50,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,100,0,1,0,1,0,1,0,0,4,1,90,8,5,0,1,1,0,1,1,0,0,0,1,0,0,29,42,69,527,188,13,15,86.7,10,11,90.9,5,12,41.7,0,0.4,0.4,5,2,3,0,6,4,2,1,1,2,0,1,0,1,3,0,3,0,4,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.182,0.5,0.28,0.154,0.435,0.32,0.293,0.0,0.277,0,0,7,2
5,1,90,8,5,0,1,1,0,1,1,0,0,0,1,0,0,29,42,69,527,188,13,15,86.7,10,11,90.9,5,12,41.7,0,0.4,0.4,5,2,3,0,6,4,2,1,1,2,0,1,0,1,3,0,3,0,4,0,0,3,3,73,4,2,0,1,1,0,0,2,1,0,0,1,0,0,15,21,71.4,240,55,6,7,85.7,4,5,80,2,4,50,0,0,0,0,0,1,1,2,1,1,0,0,1,1,1,100,0,1,0,1,0,1,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.576,1.0,0.52,0.462,0.826,0.547,0.61,-0.188,0.542,1,0,5,2
6,-2,90,5,3,2,0,0,0,0,1,1,0,0,0,0,0,31,40,77.5,553,162,14,15,93.3,12,15,80,5,8,62.5,0,0.4,0.4,2,2,4,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,90,6,4,1,0,0,1,0,1,1,0,0,0,0,0,24,33,72.7,302,109,19,19,100,4,9,44.4,1,5,20,0,0.5,0.3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.2,1.0,0.781,0.533,0.278,0.576,0.427,0.419,0.838,0,0,1,1
8,3,90,4,3,1,0,0,0,0,1,1,0,0,0,0,0,31,43,72.1,494,130,19,21,90.5,5,8,62.5,5,7,71.4,0,0.1,0.1,2,1,3,2,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,24,28,85.7,404,40,12,14,85.7,8,9,88.9,3,4,75,0,0.1,0,1,3,0,0,3,0,0,0,0,0,0,2,0,2,1,0,1,0,0,1,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.571,1.0,0.531,0.667,0.611,0.483,0.52,0.209,0.616,0,0,1,1
9,2,77,5,4,0,0,0,0,1,0,0,0,0,0,0,0,25,31,80.6,318,26,20,22,90.9,4,4,100,1,4,25,0,0.2,0.2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,4,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,34,38,89.5,496,54,17,19,89.5,13,13,100,2,2,100,0,0.2,0.2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.364,1.0,0.6,0.692,0.609,0.853,0.72,0.104,0.651,0,1,3,1
10,1,90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,37,48,77.1,607,98,18,20,90,16,20,80,3,7,42.9,1,0.2,0.1,2,2,4,0,7,2,2,0,0,2,0,0,0,0,1,0,1,0,2,0,0,37,-2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,66.7,207,36,6,6,100,6,9,66.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.273,1.0,0.76,0.692,0.435,0.987,0.573,0.562,0.795,1,1,2,1
11,1,90,3,3,0,0,0,0,0,1,1,0,0,0,0,0,24,33,72.7,352,48,14,18,77.8,8,9,88.9,1,2,50,1,1.1,0.7,2,0,1,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,22,-3,63,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,23,73.9,236,43,12,14,85.7,5,7,71.4,0,1,0,0,0.2,0.1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,1.0,1.0,0.281,0.867,0.889,0.381,1.0,-0.349,0.404,0,0,1,0
13,0,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,24,34,70.6,454,107,7,7,100,15,18,83.3,2,7,28.6,0,0,0.2,1,2,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,2,2,0,36,1,77,7,3,0,2,1,1,0,2,1,0,1,0,0,0,32,38,84.2,500,74,21,23,91.3,7,10,70,4,4,100,1,0.4,0.3,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.914,1.0,0.25,0.8,1.0,0.356,0.813,-0.221,0.364,0,0,1,0
14,5,70,3,2,0,1,0,0,0,0,0,0,0,0,0,0,13,21,61.9,243,30,5,7,71.4,7,8,87.5,1,3,33.3,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,35,1,90,3,2,0,0,0,0,1,1,1,0,0,0,0,0,17,22,77.3,211,52,10,11,90.9,6,7,85.7,0,2,0,1,0.3,0.2,2,0,0,0,2,2,1,1,1,0,0,2,0,2,1,0,1,2,4,0,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.606,0.5,0.04,0.385,0.565,0.147,0.537,-0.688,0.096,1,0,2,1
15,1,62,5,4,0,0,1,0,0,1,1,0,0,0,0,0,21,25,84,346,98,13,14,92.9,5,6,83.3,3,3,100,0,0,0.1,1,2,3,0,6,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,34,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,88,22,3,3,100,3,3,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.6,1.0,0.469,0.933,0.5,0.483,0.547,0.186,0.596,0,0,2,0
16,2,89,2,2,0,0,0,0,0,0,0,0,0,0,0,0,22,29,75.9,355,168,11,11,100,10,13,76.9,1,2,50,0,0.3,0.2,1,2,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33.3,24,7,0,0,0,1,2,50,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.714,1.0,0.5,0.4,0.889,0.331,0.6,-0.07,0.545,0,0,1,1
17,2,90,4,3,0,0,1,0,0,1,0,0,0,1,0,0,18,26,69.2,367,50,5,7,71.4,11,13,84.6,2,4,50,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,1,1,1,2,1,0,33,-1,90,3,2,0,1,0,0,0,0,0,0,0,0,0,0,32,40,80,405,42,23,27,85.2,9,11,81.8,0,1,0,0,0,0.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0.171,1.0,0.844,0.333,0.333,0.746,0.56,0.535,0.869,0.758,1.0,0.4,0.462,0.957,0.573,0.683,-0.271,0.434,1,0,1,1
18,2,87,2,1,0,0,0,1,0,0,0,0,0,0,0,0,21,37,56.8,364,28,11,14,78.6,5,12,41.7,4,6,66.7,0,0,0,1,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18,2,90,3,1,0,0,2,0,0,2,0,0,0,2,0,0,16,24,66.7,208,31,10,12,83.3,6,6,100,0,1,0,0,0,0.1,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0.212,1.0,0.84,0.308,0.565,0.813,0.598,0.25,0.807,0.714,1.0,0.469,0.733,0.667,0.475,0.587,0.14,0.566,1,0,5,2
