1,Away,Brentford,Brighton Home,2,N,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,7,85.7,65,11,4,4,100,1,1,100,0,0,0,0,0,0.1,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,2,0,0,0,0,0,1,1,0,0,0,0,0,36,50,72,473,99,20,22,90.9,14,20,70,0,5,0,1,0.4,0.2,2,2,1,1,5,1,1,1,0,0,0,1,0,1,0,0,0,2,3,1,0,2
2,Home,Chelsea,Brentford Away,-2,N,32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,22,72.7,181,56,13,15,86.7,3,3,100,0,1,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,66.7,161,29,9,11,81.8,3,4,75,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,33.3,2,2,0,2,1,2,2,0,1
3,Away,Manchester City,Chelsea Home,-2,Y,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,23,30,76.7,235,38,16,18,88.9,3,5,60,1,2,50,0,0,0,1,1,1,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,90,2,1,0,1,0,0,0,0,0,0,0,0,0,0,29,36,80.6,472,117,14,17,82.4,14,15,93.3,1,3,33.3,0,0,0,0,3,2,0,6,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,-1
4,Home,Norwich City,Manchester City Away,-5,Y,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,71.4,73,23,3,4,75,2,3,66.7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,6,4,1,1,0,0,0,0,0,0,0,0,0,0,43,55,78.2,531,128,27,31,87.1,7,9,77.8,2,4,50,0,0.2,0.2,2,2,2,0,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
5,Away,Burnley,Norwich City Home,1,Y,90,8,6,1,0,1,0,0,0,0,0,0,0,0,0,27,33,81.8,389,92,15,18,83.3,11,13,84.6,1,2,50,0,0.5,0.1,4,2,2,0,8,2,0,0,0,2,2,3,66.7,1,0,0,0,0,2,0,0,90,6,4,0,0,2,0,0,0,0,0,0,0,0,0,31,36,86.1,392,97,21,23,91.3,9,10,90,0,0,0,0,0.3,0.2,1,1,2,0,5,2,1,0,2,0,1,1,100,0,1,0,1,2,4,0,0,0
6,Home,Tottenham,Burnley Away,1,Y,90,3,1,0,0,1,1,0,1,0,0,0,0,1,0,27,34,79.4,336,61,20,22,90.9,5,8,62.5,1,2,50,0,0,0.1,0,3,0,0,5,2,1,1,1,0,0,0,0,0,1,0,1,2,4,1,0,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,17,76.5,117,13,7,9,77.8,2,2,100,0,1,0,0,0.2,0.3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1
7,Away,Brighton,Tottenham Home,2,Y,86,4,3,0,0,1,0,0,1,1,0,0,0,0,0,30,37,81.1,376,59,20,22,90.9,8,9,88.9,0,0,0,1,0.2,0.4,3,1,1,0,4,3,3,2,1,0,1,3,33.3,2,0,0,0,1,4,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,85.7,65,11,4,4,100,1,1,100,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,Home,Crystal Palace,Brighton Away,0,Y,89,4,3,0,1,0,0,0,0,0,0,0,0,0,0,32,41,78,452,89,19,22,86.4,11,12,91.7,0,1,0,0,0.1,0.1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,3,0,2,0,1,0,0,0,0,0,0,0,0,0,36,48,75,493,158,20,21,95.2,9,12,75,3,9,33.3,0,0.1,0.2,2,1,1,1,1,1,1,1,0,0,1,4,25,3,3,0,3,1,2,1,0,0
9,Home,Aston Villa,Crystal Palace Home,0,Y,45,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,16,75,157,32,7,8,87.5,4,6,66.7,0,0,0,0,0.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,36,72.2,324,64,20,22,90.9,5,12,41.7,0,1,0,0,0,0,0,5,0,0,6,1,0,0,1,0,1,1,100,0,2,2,0,0,1,0,0,-3
10,Away,Leicester City,Aston Villa Home,2,Y,90,6,3,1,0,0,2,0,0,0,0,0,0,0,0,26,41,63.4,514,136,12,14,85.7,9,16,56.3,5,8,62.5,0,0.3,0.3,3,3,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,64,3,2,1,0,0,0,0,0,0,0,0,0,0,0,20,31,64.5,244,43,12,15,80,5,9,55.6,1,2,50,0,0.1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1
